id,student_id,genre,vocabulary_and_language_complexity,sentence_structure,themes_and_content,overall,question_difficulty,question_type,correct_answer,answer_by_student,exam_hour,attention_level,student_age,student_grade,time_bound,correctness_ratio_by_student
225,61,5,Moderate,Moderate,Moderate,Moderate,4,0,A,D,3,8,10,5,in_time_bound,0.475
238,62,5,Moderate,Moderate,Moderate,Moderate,4,0,A,B,16,8,10,5,in_time_bound,0.619047619
239,63,5,Moderate,Moderate,Moderate,Moderate,4,0,A,B,16,8,10,5,in_time_bound,0.26984127
279,1,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,14,2,10,5,in_time_bound,0.549883991
288,1,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,9,4,in_time_bound,0.549883991
268,1,5,Moderate,Moderate,Moderate,Moderate,4,2,D,C,16,8,8,3,in_time_bound,0.549883991
283,7,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,16,8,9,4,in_time_bound,0.349206349
276,11,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,16,8,10,5,in_time_bound,0.552763819
287,12,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,9,4,in_time_bound,0.557291667
286,15,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,9,4,in_time_bound,0.571658615
269,16,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,16,8,10,5,in_time_bound,0.438461538
282,17,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,10,5,in_time_bound,0.608264463
266,19,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,16,8,10,5,in_time_bound,0.318181818
285,20,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,16,8,9,4,in_time_bound,0.498896247
281,22,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,9,4,in_time_bound,0.604774536
267,25,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,10,5,in_time_bound,0.573426573
259,34,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,3,8,10,5,in_time_bound,0.598802395
260,35,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,3,8,10,5,in_time_bound,0.26
258,36,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,3,8,10,5,in_time_bound,0.35
261,37,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,3,8,10,5,in_time_bound,0.46
263,38,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,3,8,10,5,in_time_bound,0.28
264,39,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,3,8,10,5,in_time_bound,0.383333333
265,40,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,3,8,10,5,in_time_bound,0.4
262,44,5,Moderate,Moderate,Moderate,Moderate,4,2,D,C,3,8,7,3,in_time_bound,0.609756098
272,53,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,10,5,in_time_bound,0.317460317
273,54,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,16,8,10,5,in_time_bound,0.333333333
274,55,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,16,8,10,5,in_time_bound,0.504132231
275,56,5,Moderate,Moderate,Moderate,Moderate,4,2,D,C,16,8,10,5,in_time_bound,0.342592593
277,57,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,10,5,in_time_bound,0.222222222
278,58,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,14,2,10,5,in_time_bound,0.66
280,59,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,14,2,9,4,in_time_bound,0.588235294
284,60,5,Moderate,Moderate,Moderate,Moderate,4,2,D,B,16,8,9,4,in_time_bound,0.48
257,61,5,Moderate,Moderate,Moderate,Moderate,4,2,D,C,3,8,10,5,in_time_bound,0.475
270,62,5,Moderate,Moderate,Moderate,Moderate,4,2,D,D,16,8,10,5,in_time_bound,0.619047619
271,63,5,Moderate,Moderate,Moderate,Moderate,4,2,D,A,16,8,10,5,in_time_bound,0.26984127
311,1,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,14,2,10,5,in_time_bound,0.549883991
320,1,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,9,4,in_time_bound,0.549883991
300,1,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,8,3,in_time_bound,0.549883991
315,7,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,9,4,in_time_bound,0.349206349
308,11,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.552763819
319,12,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,9,4,in_time_bound,0.557291667
318,15,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,9,4,in_time_bound,0.571658615
301,16,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,10,5,in_time_bound,0.438461538
314,17,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.608264463
298,19,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,10,5,in_time_bound,0.318181818
317,20,5,Moderate,Moderate,Moderate,Moderate,2,2,A,D,16,8,9,4,in_time_bound,0.498896247
313,22,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,9,4,in_time_bound,0.604774536
299,25,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,10,5,in_time_bound,0.573426573
291,34,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,3,8,10,5,in_time_bound,0.598802395
292,35,5,Moderate,Moderate,Moderate,Moderate,2,2,A,D,3,8,10,5,in_time_bound,0.26
290,36,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,3,8,10,5,in_time_bound,0.35
293,37,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,3,8,10,5,in_time_bound,0.46
295,38,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,3,8,10,5,in_time_bound,0.28
296,39,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,3,8,10,5,in_time_bound,0.383333333
297,40,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,3,8,10,5,in_time_bound,0.4
294,44,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,3,8,7,3,in_time_bound,0.609756098
304,53,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.317460317
305,54,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,10,5,in_time_bound,0.333333333
306,55,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,10,5,in_time_bound,0.504132231
307,56,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.342592593
309,57,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.222222222
310,58,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,14,2,10,5,in_time_bound,0.66
312,59,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,14,2,9,4,in_time_bound,0.588235294
316,60,5,Moderate,Moderate,Moderate,Moderate,2,2,A,C,16,8,9,4,in_time_bound,0.48
289,61,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,3,8,10,5,in_time_bound,0.475
302,62,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.619047619
303,63,5,Moderate,Moderate,Moderate,Moderate,2,2,A,A,16,8,10,5,in_time_bound,0.26984127
343,1,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,14,2,10,5,in_time_bound,0.549883991
352,1,5,Moderate,Moderate,Moderate,Moderate,3,2,C,C,16,8,9,4,in_time_bound,0.549883991
332,1,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,8,3,in_time_bound,0.549883991
347,7,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,9,4,in_time_bound,0.349206349
340,11,5,Moderate,Moderate,Moderate,Moderate,3,2,C,C,16,8,10,5,in_time_bound,0.552763819
351,12,5,Moderate,Moderate,Moderate,Moderate,3,2,C,D,16,8,9,4,in_time_bound,0.557291667
350,15,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,9,4,in_time_bound,0.571658615
333,16,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.438461538
346,17,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.608264463
330,19,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.318181818
349,20,5,Moderate,Moderate,Moderate,Moderate,3,2,C,C,16,8,9,4,in_time_bound,0.498896247
345,22,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,9,4,in_time_bound,0.604774536
331,25,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.573426573
323,34,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.598802395
324,35,5,Moderate,Moderate,Moderate,Moderate,3,2,C,B,3,8,10,5,in_time_bound,0.26
322,36,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.35
325,37,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.46
327,38,5,Moderate,Moderate,Moderate,Moderate,3,2,C,B,3,8,10,5,in_time_bound,0.28
328,39,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.383333333
329,40,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.4
326,44,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,7,3,in_time_bound,0.609756098
336,53,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.317460317
337,54,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.333333333
338,55,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.504132231
339,56,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.342592593
341,57,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.222222222
342,58,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,14,2,10,5,in_time_bound,0.66
344,59,5,Moderate,Moderate,Moderate,Moderate,3,2,C,C,14,2,9,4,in_time_bound,0.588235294
348,60,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,9,4,in_time_bound,0.48
321,61,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,3,8,10,5,in_time_bound,0.475
334,62,5,Moderate,Moderate,Moderate,Moderate,3,2,C,D,16,8,10,5,in_time_bound,0.619047619
335,63,5,Moderate,Moderate,Moderate,Moderate,3,2,C,A,16,8,10,5,in_time_bound,0.26984127
375,1,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,14,2,10,5,in_time_bound,0.549883991
384,1,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,9,4,in_time_bound,0.549883991
364,1,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,8,3,in_time_bound,0.549883991
379,7,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,16,8,9,4,in_time_bound,0.349206349
372,11,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,10,5,in_time_bound,0.552763819
383,12,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,9,4,in_time_bound,0.557291667
382,15,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,9,4,in_time_bound,0.571658615
365,16,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,16,8,10,5,in_time_bound,0.438461538
378,17,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,10,5,in_time_bound,0.608264463
362,19,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,16,8,10,5,in_time_bound,0.318181818
381,20,5,Moderate,Moderate,Moderate,Moderate,4,1,D,B,16,8,9,4,in_time_bound,0.498896247
377,22,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,9,4,in_time_bound,0.604774536
363,25,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,10,5,in_time_bound,0.573426573
355,34,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,3,8,10,5,in_time_bound,0.598802395
356,35,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,3,8,10,5,in_time_bound,0.26
354,36,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,3,8,10,5,in_time_bound,0.35
357,37,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,3,8,10,5,in_time_bound,0.46
359,38,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,3,8,10,5,in_time_bound,0.28
360,39,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,3,8,10,5,in_time_bound,0.383333333
361,40,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,3,8,10,5,in_time_bound,0.4
358,44,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,3,8,7,3,in_time_bound,0.609756098
368,53,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,10,5,in_time_bound,0.317460317
369,54,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,16,8,10,5,in_time_bound,0.333333333
370,55,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,10,5,in_time_bound,0.504132231
371,56,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,16,8,10,5,in_time_bound,0.342592593
373,57,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,10,5,in_time_bound,0.222222222
374,58,5,Moderate,Moderate,Moderate,Moderate,4,1,D,A,14,2,10,5,in_time_bound,0.66
376,59,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,14,2,9,4,in_time_bound,0.588235294
380,60,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,9,4,in_time_bound,0.48
353,61,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,3,8,10,5,in_time_bound,0.475
366,62,5,Moderate,Moderate,Moderate,Moderate,4,1,D,D,16,8,10,5,in_time_bound,0.619047619
367,63,5,Moderate,Moderate,Moderate,Moderate,4,1,D,C,16,8,10,5,in_time_bound,0.26984127
407,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,14,2,10,5,in_time_bound,0.549883991
416,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.549883991
396,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,8,3,in_time_bound,0.549883991
411,7,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,9,4,in_time_bound,0.349206349
404,11,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.552763819
415,12,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,9,4,in_time_bound,0.557291667
414,15,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.571658615
397,16,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.438461538
410,17,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.608264463
394,19,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,10,5,in_time_bound,0.318181818
413,20,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,9,4,in_time_bound,0.498896247
409,22,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,16,8,9,4,in_time_bound,0.604774536
395,25,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.573426573
387,34,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.598802395
388,35,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,3,8,10,5,in_time_bound,0.26
386,36,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,3,8,10,5,in_time_bound,0.35
389,37,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,3,8,10,5,in_time_bound,0.46
391,38,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,3,8,10,5,in_time_bound,0.28
392,39,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.383333333
393,40,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,3,8,10,5,in_time_bound,0.4
390,44,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,7,3,in_time_bound,0.609756098
400,53,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,16,8,10,5,in_time_bound,0.317460317
401,54,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,10,5,in_time_bound,0.333333333
402,55,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,16,8,10,5,in_time_bound,0.504132231
403,56,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.342592593
405,57,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,10,5,in_time_bound,0.222222222
406,58,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,14,2,10,5,in_time_bound,0.66
408,59,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,14,2,9,4,in_time_bound,0.588235294
412,60,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.48
385,61,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.475
398,62,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.619047619
399,63,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.26984127
439,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,14,2,10,5,in_time_bound,0.549883991
448,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,9,4,in_time_bound,0.549883991
428,1,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,8,3,in_time_bound,0.549883991
443,7,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.349206349
436,11,5,Moderate,Moderate,Moderate,Moderate,3,2,A,D,16,8,10,5,in_time_bound,0.552763819
447,12,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.557291667
446,15,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.571658615
429,16,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.438461538
442,17,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.608264463
426,19,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.318181818
445,20,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.498896247
441,22,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.604774536
427,25,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.573426573
419,34,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.598802395
420,35,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.26
418,36,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.35
421,37,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.46
423,38,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.28
424,39,5,Moderate,Moderate,Moderate,Moderate,3,2,A,C,3,8,10,5,in_time_bound,0.383333333
425,40,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.4
422,44,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,7,3,in_time_bound,0.609756098
432,53,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.317460317
433,54,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.333333333
434,55,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.504132231
435,56,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.342592593
437,57,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.222222222
438,58,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,14,2,10,5,in_time_bound,0.66
440,59,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,14,2,9,4,in_time_bound,0.588235294
444,60,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,9,4,in_time_bound,0.48
417,61,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,3,8,10,5,in_time_bound,0.475
430,62,5,Moderate,Moderate,Moderate,Moderate,3,2,A,A,16,8,10,5,in_time_bound,0.619047619
431,63,5,Moderate,Moderate,Moderate,Moderate,3,2,A,B,16,8,10,5,in_time_bound,0.26984127
471,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,14,2,10,5,in_time_bound,0.549883991
480,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.549883991
460,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,C,16,8,8,3,in_time_bound,0.549883991
475,7,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.349206349
468,11,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,16,8,10,5,in_time_bound,0.552763819
479,12,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,16,8,9,4,in_time_bound,0.557291667
478,15,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.571658615
461,16,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.438461538
474,17,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.608264463
458,19,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.318181818
477,20,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.498896247
473,22,5,Moderate,Moderate,Moderate,Moderate,4,2,A,D,16,8,9,4,in_time_bound,0.604774536
459,25,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.573426573
451,34,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.598802395
452,35,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.26
450,36,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.35
453,37,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.46
455,38,5,Moderate,Moderate,Moderate,Moderate,4,2,A,NotAttended,3,8,10,5,in_time_bound,0.28
456,39,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,3,8,10,5,in_time_bound,0.383333333
457,40,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.4
454,44,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,7,3,in_time_bound,0.609756098
464,53,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.317460317
465,54,5,Moderate,Moderate,Moderate,Moderate,4,2,A,C,16,8,10,5,in_time_bound,0.333333333
466,55,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.504132231
467,56,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.342592593
469,57,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.222222222
470,58,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,14,2,10,5,in_time_bound,0.66
472,59,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,14,2,9,4,in_time_bound,0.588235294
476,60,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.48
449,61,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.475
462,62,5,Moderate,Moderate,Moderate,Moderate,4,2,A,C,16,8,10,5,in_time_bound,0.619047619
463,63,5,Moderate,Moderate,Moderate,Moderate,4,2,A,C,16,8,10,5,in_time_bound,0.26984127
512,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.549883991
492,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,8,3,in_time_bound,0.549883991
503,1,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,14,2,10,5,in_time_bound,0.549883991
507,7,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.349206349
500,11,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.552763819
511,12,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.557291667
510,15,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.571658615
493,16,5,Moderate,Moderate,Moderate,Moderate,4,2,A,D,16,8,10,5,in_time_bound,0.438461538
506,17,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.608264463
490,19,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,16,8,10,5,in_time_bound,0.318181818
509,20,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.498896247
505,22,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,9,4,in_time_bound,0.604774536
491,25,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.573426573
483,34,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.598802395
484,35,5,Moderate,Moderate,Moderate,Moderate,4,2,A,D,3,8,10,5,in_time_bound,0.26
482,36,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.35
485,37,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.46
487,38,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.28
488,39,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,10,5,in_time_bound,0.383333333
489,40,5,Moderate,Moderate,Moderate,Moderate,4,2,A,D,3,8,10,5,in_time_bound,0.4
486,44,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,3,8,7,3,in_time_bound,0.609756098
496,53,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,16,8,10,5,in_time_bound,0.317460317
497,54,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.333333333
498,55,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.504132231
499,56,5,Moderate,Moderate,Moderate,Moderate,4,2,A,B,16,8,10,5,in_time_bound,0.342592593
501,57,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,16,8,10,5,in_time_bound,0.222222222
502,58,5,Moderate,Moderate,Moderate,Moderate,4,2,A,A,14,2,10,5,in_time_bound,0.66
