Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
117,mocktest,notre-dame,10,"According to paragraph 4, why is there a rivalry between the construction of the houses?",1,5,The tallest houses are more prestigious.,The citizens want to be able to look down at their neighbours.,The view of Paris improves in proportion to how high the accommodation is.,It is only far above street level that there is space to breathe.,NULL,0,58:14.5,16:30.0
118,mocktest,notre-dame,11,How long did the √¢‚Ç¨Àúdike' made by Philip Augustus last before houses were built outside it?,1,5,Over 100 years,Over 1000 years,Until 1366,Until 1367,NULL,0,58:14.5,16:30.0
119,mocktest,notre-dame,12,Why are the houses likened to √¢‚Ç¨Àúrunaways' in paragraph 5?,2,5,They are orderly and heedless of the wall.,They refuse to return to the inner city despite regulations.,They are built outside the wall enclosing the Paris of their time.,"They have gardens, allowing their inhabitants space to run free.",NULL,0,58:14.5,16:30.0
120,mocktest,notre-dame,13,"√¢‚Ç¨ÀúThe houses finally leap the wall of Philip Augustus, and scatter joyfully over the plain' is an example of personificationWhat is personification?",5,5,A sequence of words beginning with the same initial sound,A direct address to the reader,Giving human characteristics to something non-human,An extended description,NULL,0,58:14.5,16:30.0
121,mocktest,notre-dame,14,"According to paragraph 5, what type of city becomes a capital?",1,5,A city with modern walls,A city that on one occasion grows past its enclosure,A city that collects all the watersheds of a country,A city that continuously grows,NULL,0,58:14.5,16:30.0
122,mocktest,notre-dame,15,Which of the following are capitals equated to in paragraph 5?,1,5,"Perpetually growing cities, funnels and gardens","Funnels, wells of civilization and sewers","Wells of civilization, watersheds and walls","Sap, life and the soul of a nation",NULL,0,58:14.5,16:30.0
123,mocktest,notre-dame,16,Which of the following are given as examples of the soul a nation in paragraph 5?,1,5,"Commerce, cleverness and people","Industry, folly and population","Sap, life and filters","Knowledge, filters and masses",NULL,0,58:14.5,16:30.0
124,mocktest,notre-dame,17,What fate did Charles V's wall suffer?,2,5,A different fate to Philip Augustus' wall,To be knocked down,To grow further into the suburbs,To be outgrown,NULL,0,58:14.5,16:30.0
125,mocktest,notre-dame,18,"According to the last paragraph, which of the following describes Paris at the beginning of the fifteenth century?",1,5,Paris is contained within Charles V's wall.,The suburbs of Paris run slightly past Charles V's wall.,Paris contains four enclosures of walls.,Paris is famed for its hills.,NULL,0,58:14.5,16:30.0
126,mocktest,notre-dame,19,Who is the king at the time the story is set to begin?,1,5,Philip Augustus,Charles V,Louis XI,Louis XV,NULL,0,58:14.5,16:30.0
127,mocktest,notre-dame,20,"At the beginning of the fifteenth century, are the old enclosures of Paris still visible above the houses?",1,5,Only the ancient wall's towers can be seen.,Several of the enclosures' towers can be seen.,All the walls still look like new.,The towers that were built at the top of hills can be seen.,NULL,0,58:14.5,16:30.0
128,mocktest,notre-dame,21,"According to the last paragraph, what type of change did Paris undergo between the beginning of the fifteenth century and the author's time?",1,5,An intellectual change,A spiritual change,A visual change,No change aside from passing one more wall,NULL,0,58:14.5,16:30.0
129,mocktest,notre-dame,22,What does the author think of Louis XV's wall?,1,5,It is worthy of a kingly sum.,It is unimportant.,It is inexpensive and made of sensible materials.,It is dismal and detestable.,NULL,0,58:14.5,16:30.0
130,mocktest,notre-dame,23,What does the author think of Louis XV?,2,5,Louis XV was unskilled at building walls.,Louis XV was miserly for using mud to build a wall.,Louis XV was an unhappy king.,Louis XV was a dreadful ruler.,NULL,0,58:14.5,16:30.0
131,mocktest,notre-dame,24,"'The mighty city had cracked, in succession, its four enclosures of walls' What does the word succession mean in this context?",6,5,consequence,consecration,sequence,secular,NULL,0,58:14.5,16:30.0
132,mocktest,notre-dame,25,"'Paris has undergone yet another transformation, unfortunately for our eyes' Which word best describes the attitude of the author in this quote?",1,5,optimistic,tolerant,scornful,sycophantic,NULL,0,58:14.5,16:30.0
133,mocktest,sleepy hollow,1,Which of these options are true?,6,4,The valleys remain unchanged,there has been a lot of migration in the valleys,The Valleys are near a rapid stream,The valleys is in the city of New York,NULL,0,58:14.5,16:30.0
134,mocktest,sleepy hollow,2,Which of these options are false?,5,4,Ichabod originates from these valleys,The population of New York has not stopped increasing,The narrator went to Sleepy Hollow a long time ago,Ichabod went to Sleep Hollows to teach,NULL,0,58:14.5,16:30.0
135,mocktest,sleepy hollow,3,I mention this spot with all possible laudí (line 1) means that.,1,4,The narrator dislikes this town ,The narrator is praising this town ,The narrator is scared of this town ,The narrator is disgusted ,NULL,0,58:14.5,16:30.0
136,mocktest,sleepy hollow,4,Which of the following statements are true: A: The narrator feels migration is making  positive changes B: Sleepy Hollow hasnít changed a lot over the years  C: Sleepy Hollow is fast paced like a river  D:There are many other towns like Sleepy Hollow,1,4,A and B,C and D. ,B and D, A and C ,NULL,0,58:14.5,16:30.0
137,mocktest,sleepy hollow,5,Ichabod Crane was a,1,4,A pioneer ,A teacher ,A woodman ,A legionnaire,NULL,0,58:14.5,16:30.0
138,mocktest,sleepy hollow,6,A ëwitheí (line 21) is,2,5,A piece of cloth ,A branch,A piece of rope,A lock  ,NULL,0,58:14.5,16:30.0
139,mocktest,sleepy hollow,7,Which statement about the schoolhouse is NOT correct,1,5,The windows are fully functioning ,The schoolhouse is on top of a hill ,The schoolhouse is next to a river ,The schoolhouse is  under a birch tree,NULL,0,58:14.5,16:30.0
140,mocktest,sleepy hollow,8,"The line the appalling sound of the birch, as he urged some tardy loiterer along the flowery path of knowledgeí (line 26) refers to ",2,5,The river outside the classroom,The teacher scolding students ,A method of corporal punishment ,A tree making noise outside ,NULL,0,58:14.5,16:30.0
141,mocktest,sleepy hollow,9,Which of the following occupations do Crane  occupations includeÖ,4,5,Farm hand  ,Parson ,Babysitter,Schoolmaster ,NULL,0,58:14.5,16:30.0
142,mocktest,sleepy hollow,10,The phrase ëdivers little makeshiftsí (line 48) means,1,5,By chance ,By hook or by crook ,Little by little ,By the by ,NULL,0,58:14.5,16:30.0
143,mocktest,sleepy hollow,11,The word ëpedagogueí refers to ,5,5,Someone who has an easy life,Someone who teaches ,Someone who is religious ,Someone who labours in a field  ,NULL,0,58:14.5,16:30.0
144,mocktest,sleepy hollow,12,The schoolmaster is described as a ëtravelling gazetteí (line 50) Which of the following is closest in meaning.,6,5,A travelling salesman ,Someone who is like an animal ,A newspaper ,Someone who gossips ,NULL,0,58:14.5,16:30.0
145,mocktest,sleepy hollow,13,The schoolmaster can be described as,1,5,Knowledgeable ,Superstitious ,Sceptical ,Agnostic ,NULL,0,58:14.5,16:30.0
146,mocktest,sleepy hollow,14,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
147,mocktest,sleepy hollow,15,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
148,mocktest,sleepy hollow,16,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
149,mocktest,sleepy hollow,17,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
150,mocktest,sleepy hollow,18,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
151,mocktest,sleepy hollow,19,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
152,mocktest,sleepy hollow,20,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,0,58:14.5,58:14.5
153,mocktest,the hobbit,1,"From the text, what is the suggested relationship between Eliza, Georgina andJohn?",5,5,friends,siblings,neighbours,cousins,NULL,0,58:14.5,16:30.0
154,mocktest,the hobbit,2,Why couldn't John find Jane?,6,5,His vision was impaired.,He entered the wrong room.,Jane hid behind the curtain when he arrived.,"Jane had drawn the curtains beforehand, hiding her from view.",NULL,0,58:14.5,16:30.0
155,mocktest,the hobbit,3,How was Jane displaced from the window-seat?,4,5,Eliza saw Jane.,Eliza predicted where Jane was hiding.,"Jane left her hiding place, fearful of John dragging her out.",Jane dropped her book and the noise alerted John.,NULL,0,58:14.5,16:30.0
156,mocktest,the hobbit,4,Which of the following best describes how Jane usually conducts herself around John?,1,5,She treats him respectfully but is careless with her words.,"She spitefully ignores him, rarely replying to what he says.",She is combative despite her diffidence.,She is habitually obedient and responds to what he says.,NULL,0,58:14.5,16:30.0
157,mocktest,the hobbit,5,"√¢‚Ç¨ÀúHe bullied and punished me; not two or three times in the week, nor once or twice in the day, but continually' Why does Jane choose to explain the frequency of John's bullying in this way?",1,5,She is exaggerating.,She is using hyperbole.,She wants to express that she wasn't bullied much.,She wants to make clear the incessant nature of the bullying.,NULL,0,58:14.5,16:30.0
158,mocktest,the hobbit,6,"Aside from the incident described in the passage, why didn't the adults intervene with John's constant bullying?",1,5,"He rarely hit Jane, so none of the adults took it seriously.",The servants and MrsReed were unaware of the harassment.,The servants didn't want to offend JohnMrsReed was unaware of the harassment.,The servants didn't want to offend the young masterMrsReed ignored it.,NULL,0,58:14.5,16:30.0
159,mocktest,the hobbit,7,Which of the following furnishings is not mentioned to be in the breakfast-room?,1,5,an armchair,a window-seat,a curtain,a mirror,NULL,0,58:14.5,16:30.0
160,mocktest,the hobbit,8,"John likes to make up reasons for why he hurts Jane, to excuse his violenceWhich of the following reasons does he fail to use?",1,5,Jane replied to MrsReed.,Jane read a book in the house.,Jane had an unpleasant expression on her face.,Jane was sitting in the window-seat.,NULL,0,58:14.5,16:30.0
161,mocktest,the hobbit,9,What impression do we get of MrsReed?,1,5,She is protective of Jane.,She is unobservant.,She is biased.,She is humble.,NULL,0,58:14.5,16:30.0
162,mocktest,the hobbit,10,.√Ç¬† Which three of the following best describe the Three Purposes of Bilbo's speech?,1,5,"1, 2 and 3","2, 3 and 6","2, 4 and 6","3, 4 and 6",NULL,0,58:14.5,16:30.0
163,mocktest,the hobbit,11,.√Ç¬† What does √¢‚Ç¨Àúflabbergasted' (line 27) mean?,2,4,Astonished,Hesitant,Chaotic,Surprise,NULL,0,58:14.5,16:30.0
164,mocktest,the hobbit,12,What parallel does Jane draw in paragraph 19?,6,5,a parallel between the Roman emperors and John,a parallel between Nero and Caligula,a parallel between herself and Goldsmith,a parallel between herself and John,NULL,0,58:14.5,16:30.0
165,mocktest,the hobbit,13,What was the significance of blood in this passage?,1,5,The blood distracted John.,The blood finally pushed the adults to take the bullying seriously.,The blood led Jane to be taken to the infirmary.,The blood caused Jane to be terrified.,NULL,0,58:14.5,16:30.0
166,mocktest,the hobbit,14,What suggests that Jane alone will be punished?,1,5,"MrsReed exclaimed, ""What a fury to fly at Master John!""ù",MrsReed ordered for Jane to be taken away to the red-room and locked in there.,MrsReed comforted John.,MrsReed has never punished John in the past for bullying Jane.,NULL,0,58:14.5,16:30.0
167,mocktest,the hobbit,15,"√¢‚Ç¨Àúhe called me ""Rat! Rat!""ù and bellowed out aloud' What does the word √¢‚Ç¨Àúbellowed' say about the way John was speaking?",2,5,He was shouting frantically.,He was shouting in a low-voice.,He was afraid.,He was throwing up.,NULL,0,58:14.5,16:30.0
