Source,PassageName,QuestionId,Question,A,B,C,D,E
worksheet,fauntleroy,1,What do you think the word ëmoistí means in line X?,Closed,Harsh,Tear-filled,Bright and shimmering,NULL
worksheet,fauntleroy,2,How are you made aware that this is a difficult conversation for Cedric?,He has to say goodbye to Dick,He found it difficult to speak properly,Dick was his good friend,He is only a young boy and doesnít know how to be a Lord,NULL
worksheet,fauntleroy,3,Dick ìswallowed a lump in his throatî (line X). Why does he do this?,He had to finish swallowing his food so he could speak.,He was clearing his throat to speak.,He was trying to hide how he really felt.,He was trying to change the sound of his voice.,NULL
worksheet,fauntleroy,4,Why does Dick say ìThankyî (line X) instead of ëthank youí?,It is short for ëthank youí.,He doesnít know how to say ëthank youí.,He is uneducated.,He has an accent.,NULL
worksheet,fauntleroy,5,What does the word ëhuskyí (line X) show us about how Dick is feeling?,Strong and powerful,Large and eloquent,Tired and exhausted,Upset and raw,NULL
worksheet,fauntleroy,6,What kind of phrase is ëa mist in his eyesí (line X)?,Metaphor,Personification,Symbol,Simile,NULL
worksheet,fauntleroy,7,What sort of movement would you expect to see if someone moves ëgaylyí?,Elegantly,Happily,Awkwardly,Rigidly,NULL
worksheet,fauntleroy,8,What is the ëlittle figureí (line X)?,The pet dog,Lord Fauntleroy,The present Cedric brought for Dick,Mr. Havisham,NULL
worksheet,fauntleroy,9,What do you understand by the phrase ìGloom had settled upon Mr. Hobbs; he was much depressed in spirits.î (line X),The weather is gloomy and is making Mr. Hobbs moody,Mr. Hobbs feels overwhelmed by sadness,Mr. Hobbs is drinking a lot of alcohol because he is upset,Gloom has just moved into the house and he is very moody,NULL
worksheet,fauntleroy,10,Who is Mr. Hobbsí ìyoung friendî (line X)?,Cedric Errol,Mr. Havisham,Dick,It is not mentioned.,NULL
worksheet,fauntleroy,11,How do Mr. Hobbs and Dickís feelings differ to the news of Cedric leaving?,Mr. Hobbs is sad but Dick is not,Dick is sad but Mr. Hobbs is not,They are both just as sad as each other,Neither of them are sad.,NULL
worksheet,fauntleroy,12,What is the purpose of the gold watch and chain?,It is a gift from winning a competition,It is a goodbye gift from Cedric,It is an expensive gift prepared for Dick,It is a gift for Mr. Hobbs so that he can tell the time better,NULL
worksheet,frankenstein,1,Which of these descriptions best describes the demands of the work?,The writer does not know the friend's name,It is speech,The writer is quoting someone else,It is exaggeration,NULL
worksheet,frankenstein,2,Which option best describes how the narrator feels about his work?,Accrued,Familiar,Permitted,Ordered,NULL
worksheet,frankenstein,3,Which of these statements are false?,Vulnerable,Infuriated,Disappointed,Denial,NULL
worksheet,frankenstein,4,What does the narrator suggest was the biggest influence for continuing his work?,Greeting,Saying,Response,Replacement,NULL
worksheet,frankenstein,5,¬ìEvery night I was oppressed by a slow fever¬î. What writing technique is this?,Formed is when you meet Settled is when you are friends,Formed is when you judge someone and their character Settled is when you trust someone,Formed is when the friendship is being made Settled is when the friendship is finally made,There is no difference,NULL
worksheet,frankenstein,6,Which of these statements are true?,"Call them a friend C A, B, C","Understand the person D D, B, A",Think about if you would trust that person,Meet the person,NULL
worksheet,frankenstein,7,¬ìWith an anxiety that almost amounted to agony¬î. What does this line suggest?,None at all,Some of them,Most of them,All of them,NULL
worksheet,frankenstein,8,What clue suggests that the narrator had spent a long time in the evening working?,Your own fault because you judged them wrongly,You own fault because you did not trust them enough,Their fault because they should have been loyal,Their fault because they did not regard you as a friend,NULL
worksheet,frankenstein,9,¬ìThe rain pattered dismally against the panes¬î. What writing technique has the writer used here?,You should not trust yourself with anything you trust with your enemies,You should live while only trusting yourself and not your enemies What does this phrase mean?,You should not trust yourself with anything you wouldn't trust with your enemies,You should live with trust for yourself and for your enemies,NULL
worksheet,frankenstein,10,What or who is the narrator describing as a ¬ëcatastrophe¬í?,Extended metaphor,Emotional Language What language device is used here?,Rhetorical question,Hypothetical question,NULL
worksheet,frankenstein,11,"Read the description of the body from lines 21 to 31, what option best fits with the description?",Deceitful,Inexperienced,Dangerous,Troubled,NULL
worksheet,frankenstein,12,Why did the narrator deprive himself of health and rest?,Enjoying excitement is not natural,Enjoying excitement is not taught What does the writer mean by this?,Enjoying commotion is not hard work,Enjoying commotion is not taught,NULL
worksheet,frankenstein,13,What happened as soon as the narrator achieved his goal?,Metaphor,Adjective,Adverb,Verb,NULL
worksheet,frankenstein,14,What genre would you say this is?,NULL,NULL,NULL,NULL,NULL
worksheet,frankenstein,15,Can you find evidence to help support your answer?,NULL,NULL,NULL,NULL,NULL
worksheet,frankenstein,16,How would you describe the narrator? (3 marks),NULL,NULL,NULL,NULL,NULL
worksheet,friendship,1,Why is the word ìfriendî in quotation marks (line X)?,The writer does not know the friendís name,It is speech,The writer is quoting someone else,It is exaggeration,NULL
worksheet,friendship,2,What does ìaccustomedî (line X) mean?,Accrued,Familiar,Permitted,Ordered,NULL
worksheet,friendship,3,Which best describes how the writer feels about the recipientís actions?,Vulnerable,Infuriated,Disappointed,Denial,NULL
worksheet,friendship,4,What word would best replace ìsalutationî in line X?,Greeting,Saying,Response,Replacement,NULL
worksheet,friendship,5,"From the use of the words, what is the difference between when friendship is ìsettledî (line X) and ìformedî (line X)?",Formed is when you meet. Settled is when you are friends.,Formed is when you judge someone and their character. Settled is when you trust someone.,Formed is when the friendship is being made. Settled is when the friendship is finally made.,There is no difference.,NULL
worksheet,friendship,6,What order of tasks does the writer suggest one should do before making friends? ,Call them a friend ,Understand the person,Think about if you would trust that person, Meet the person,NULL
worksheet,friendship,7,How many secrets does the writer recommend you share with a friend?,None at all,Some of them,Most of them,All of them,NULL
worksheet,friendship,8,"According to the text, if your friend shares your secret to someone else, whose fault is it and why?",Your own fault because you judged them wrongly,You own fault because you did not trust them enough,Their fault because they should have been loyal,Their fault because they did not regard you as a friend,NULL
worksheet,friendship,9,ìYou should live in such a way that you trust your own self with nothing which you could not entrust even to your enemyî What does this phrase mean?,You should not trust yourself with anything you trust with your enemies,You should live while only trusting yourself and not your enemies,You should not trust yourself with anything you wouldnít trust with your enemies,You should live with trust for yourself and for your enemies,NULL
worksheet,friendship,10,ìWhy need I keep back any words in the presence of my friend?î What language device is used here?,Extended metaphor,Emotional Language,Rhetorical question,Hypothetical question,NULL
worksheet,friendship,11,"The author describes the first type of men to be ìingenuousî (line X), what does this mean from the way itís been used?",Deceitful,Inexperienced,Dangerous,Troubled,NULL
